Experiment	ItemId	Sentence	Question	Condition	Correct_Answer	Question_type	List
Filler	113	*可惜*這幾本*文集*不知*誰*借去*了*剛才*還*找得*心急火燎。*	剛才找這幾本文集找得心急火燎？	filler	1	99	1
Filler	113	*可惜*這幾本*文集*不知*誰*借去*了*剛才*還*找得*心急火燎。*	剛才找這幾本文集找得心急火燎？	filler	1	99	2
Filler	113	*可惜*這幾本*文集*不知*誰*借去*了*剛才*還*找得*心急火燎。*	剛才找這幾本文集找得心急火燎？	filler	1	99	3
Filler	113	*可惜*這幾本*文集*不知*誰*借去*了*剛才*還*找得*心急火燎。*	剛才找這幾本文集找得心急火燎？	filler	1	99	4
Filler	114	*捧著*一本*乾乾凈凈*的*書*自己的*心情*也*立即*變的*舒服了。*	捧著潔凈的書自己的心情就變的舒服？	filler	1	99	1
Filler	114	*捧著*一本*乾乾凈凈*的*書*自己的*心情*也*立即*變的*舒服了。*	捧著潔凈的書自己的心情就變的舒服？	filler	1	99	2
Filler	114	*捧著*一本*乾乾凈凈*的*書*自己的*心情*也*立即*變的*舒服了。*	捧著潔凈的書自己的心情就變的舒服？	filler	1	99	3
Filler	114	*捧著*一本*乾乾凈凈*的*書*自己的*心情*也*立即*變的*舒服了。*	捧著潔凈的書自己的心情就變的舒服？	filler	1	99	4
Filler	115	*住*醫院*對*一個*旅行者*來說*可能*是*心理*反差*最大*的*一件*事。*	對一個旅行者來說住醫院可能是心理反差最大的一件事？	filler	1	99	1
Filler	115	*住*醫院*對*一個*旅行者*來說*可能*是*心理*反差*最大*的*一件*事。*	對一個旅行者來說住醫院可能是心理反差最大的一件事？	filler	1	99	2
Filler	115	*住*醫院*對*一個*旅行者*來說*可能*是*心理*反差*最大*的*一件*事。*	對一個旅行者來說住醫院可能是心理反差最大的一件事？	filler	1	99	3
Filler	115	*住*醫院*對*一個*旅行者*來說*可能*是*心理*反差*最大*的*一件*事。*	對一個旅行者來說住醫院可能是心理反差最大的一件事？	filler	1	99	4
Filler	116	*只要*按*一個*鍵*兩三*分鐘*就能*享用*一道*美味*可口*的*微波*菜餚。*	隻需要兩三分鐘就能享用到微波菜餚？	filler	1	99	1
Filler	116	*只要*按*一個*鍵*兩三*分鐘*就能*享用*一道*美味*可口*的*微波*菜餚。*	隻需要兩三分鐘就能享用到微波菜餚？	filler	1	99	2
Filler	116	*只要*按*一個*鍵*兩三*分鐘*就能*享用*一道*美味*可口*的*微波*菜餚。*	隻需要兩三分鐘就能享用到微波菜餚？	filler	1	99	3
Filler	116	*只要*按*一個*鍵*兩三*分鐘*就能*享用*一道*美味*可口*的*微波*菜餚。*	隻需要兩三分鐘就能享用到微波菜餚？	filler	1	99	4
Filler	117	*祗有*飽經*滄桑*的*老人*才會*領悟*真正的*人生*哲理。*	祗有飽經滄桑的老人能領悟真正的人生哲理？	filler	1	99	1
Filler	117	*祗有*飽經*滄桑*的*老人*才會*領悟*真正的*人生*哲理。*	祗有飽經滄桑的老人能領悟真正的人生哲理？	filler	1	99	2
Filler	117	*祗有*飽經*滄桑*的*老人*才會*領悟*真正的*人生*哲理。*	祗有飽經滄桑的老人能領悟真正的人生哲理？	filler	1	99	3
Filler	117	*祗有*飽經*滄桑*的*老人*才會*領悟*真正的*人生*哲理。*	祗有飽經滄桑的老人能領悟真正的人生哲理？	filler	1	99	4
Filler	118	*大量*傾銷*便宜*農產品*使得*農地*廢耕*農村*破產。*	農地廢耕農村破產是因為大量傾銷便宜農產品？	filler	1	99	1
Filler	118	*大量*傾銷*便宜*農產品*使得*農地*廢耕*農村*破產。*	農地廢耕農村破產是因為大量傾銷便宜農產品？	filler	1	99	2
Filler	118	*大量*傾銷*便宜*農產品*使得*農地*廢耕*農村*破產。*	農地廢耕農村破產是因為大量傾銷便宜農產品？	filler	1	99	3
Filler	118	*大量*傾銷*便宜*農產品*使得*農地*廢耕*農村*破產。*	農地廢耕農村破產是因為大量傾銷便宜農產品？	filler	1	99	4
Filler	119	*巴黎人*在*咖啡廳*聊天*紐約人*在*咖啡廳*用*手機。*	咖啡廳在巴黎和紐約有不同用處？	filler	1	99	1
Filler	119	*巴黎人*在*咖啡廳*聊天*紐約人*在*咖啡廳*用*手機。*	咖啡廳在巴黎和紐約有不同用處？	filler	1	99	2
Filler	119	*巴黎人*在*咖啡廳*聊天*紐約人*在*咖啡廳*用*手機。*	咖啡廳在巴黎和紐約有不同用處？	filler	1	99	3
Filler	119	*巴黎人*在*咖啡廳*聊天*紐約人*在*咖啡廳*用*手機。*	咖啡廳在巴黎和紐約有不同用處？	filler	1	99	4
Filler	120	*生活*在*分秒必爭*的*現代人*有時*忙起來*連*吃飯*也*沒*時間。*	忙碌的現代人時常沒有時間吃飯？	filler	1	99	1
Filler	120	*生活*在*分秒必爭*的*現代人*有時*忙起來*連*吃飯*也*沒*時間。*	忙碌的現代人時常沒有時間吃飯？	filler	1	99	2
Filler	120	*生活*在*分秒必爭*的*現代人*有時*忙起來*連*吃飯*也*沒*時間。*	忙碌的現代人時常沒有時間吃飯？	filler	1	99	3
Filler	120	*生活*在*分秒必爭*的*現代人*有時*忙起來*連*吃飯*也*沒*時間。*	忙碌的現代人時常沒有時間吃飯？	filler	1	99	4
Filler	121	*元月*五日*這天*果然*一波*入冬*後*最*強烈的*大陸*冷氣團*襲來。*	入冬後最強烈的大陸冷氣團在元月五日襲來？	filler	1	99	1
Filler	121	*元月*五日*這天*果然*一波*入冬*後*最*強烈的*大陸*冷氣團*襲來。*	入冬後最強烈的大陸冷氣團在元月五日襲來？	filler	1	99	2
Filler	121	*元月*五日*這天*果然*一波*入冬*後*最*強烈的*大陸*冷氣團*襲來。*	入冬後最強烈的大陸冷氣團在元月五日襲來？	filler	1	99	3
Filler	121	*元月*五日*這天*果然*一波*入冬*後*最*強烈的*大陸*冷氣團*襲來。*	入冬後最強烈的大陸冷氣團在元月五日襲來？	filler	1	99	4
Filler	122	*由於在*臺灣*挑*不到*他們*想要*的*石頭*還*特別*進口*一萬顆*鵝卵石。*	進口鵝卵石是因為臺灣挑不到他們想要的石頭？	filler	1	99	1
Filler	122	*由於在*臺灣*挑*不到*他們*想要*的*石頭*還*特別*進口*一萬顆*鵝卵石。*	進口鵝卵石是因為臺灣挑不到他們想要的石頭？	filler	1	99	2
Filler	122	*由於在*臺灣*挑*不到*他們*想要*的*石頭*還*特別*進口*一萬顆*鵝卵石。*	進口鵝卵石是因為臺灣挑不到他們想要的石頭？	filler	1	99	3
Filler	122	*由於在*臺灣*挑*不到*他們*想要*的*石頭*還*特別*進口*一萬顆*鵝卵石。*	進口鵝卵石是因為臺灣挑不到他們想要的石頭？	filler	1	99	4
Filler	123	*台灣*與*世界*各國*一樣*都*面臨*新*一波*全球化。*	新一波全球化發生在世界各國？	filler	1	99	1
Filler	123	*台灣*與*世界*各國*一樣*都*面臨*新*一波*全球化。*	新一波全球化發生在世界各國？	filler	1	99	2
Filler	123	*台灣*與*世界*各國*一樣*都*面臨*新*一波*全球化。*	新一波全球化發生在世界各國？	filler	1	99	3
Filler	123	*台灣*與*世界*各國*一樣*都*面臨*新*一波*全球化。*	新一波全球化發生在世界各國？	filler	1	99	4
Filler	124	*長達*十小時*的*手術*終於*在*專家們*協力下*順利*結束。*	長達十小時的手術最後順利結束？	filler	1	99	1
Filler	124	*長達*十小時*的*手術*終於*在*專家們*協力下*順利*結束。*	長達十小時的手術最後順利結束？	filler	1	99	2
Filler	124	*長達*十小時*的*手術*終於*在*專家們*協力下*順利*結束。*	長達十小時的手術最後順利結束？	filler	1	99	3
Filler	124	*長達*十小時*的*手術*終於*在*專家們*協力下*順利*結束。*	長達十小時的手術最後順利結束？	filler	1	99	4
Filler	125	*政府*樂意*見到*國內*的*生物產業*由樹而林*越發*蓬勃。*	政府樂見生物產業欣欣向榮？	filler	1	99	1
Filler	125	*政府*樂意*見到*國內*的*生物產業*由樹而林*越發*蓬勃。*	政府樂見生物產業欣欣向榮？	filler	1	99	2
Filler	125	*政府*樂意*見到*國內*的*生物產業*由樹而林*越發*蓬勃。*	政府樂見生物產業欣欣向榮？	filler	1	99	3
Filler	125	*政府*樂意*見到*國內*的*生物產業*由樹而林*越發*蓬勃。*	政府樂見生物產業欣欣向榮？	filler	1	99	4
Filler	126	*當*跨國*企業*越*成功*母國*對*其*約束*的*法律性*和*道德性*越弱。*	母國對越成功的跨國企業約束性越強？	filler	2	99	1
Filler	126	*當*跨國*企業*越*成功*母國*對*其*約束*的*法律性*和*道德性*越弱。*	母國對越成功的跨國企業約束性越強？	filler	2	99	2
Filler	126	*當*跨國*企業*越*成功*母國*對*其*約束*的*法律性*和*道德性*越弱。*	母國對越成功的跨國企業約束性越強？	filler	2	99	3
Filler	126	*當*跨國*企業*越*成功*母國*對*其*約束*的*法律性*和*道德性*越弱。*	母國對越成功的跨國企業約束性越強？	filler	2	99	4
Filler	127	*時至*今日*拜*科學*進步*之賜*長生*不死*已經*不再*是*大家*追求的*目標。*	大家仍然追求長生不死？	filler	2	99	1
Filler	127	*時至*今日*拜*科學*進步*之賜*長生*不死*已經*不再*是*大家*追求的*目標。*	大家仍然追求長生不死？	filler	2	99	2
Filler	127	*時至*今日*拜*科學*進步*之賜*長生*不死*已經*不再*是*大家*追求的*目標。*	大家仍然追求長生不死？	filler	2	99	3
Filler	127	*時至*今日*拜*科學*進步*之賜*長生*不死*已經*不再*是*大家*追求的*目標。*	大家仍然追求長生不死？	filler	2	99	4
Filler	128	*中國*人*使用*胎盤*的*經驗*已有*千年*以上*的*時間。*	中國人使用胎盤的經驗尚短？	filler	2	99	1
Filler	128	*中國*人*使用*胎盤*的*經驗*已有*千年*以上*的*時間。*	中國人使用胎盤的經驗尚短？	filler	2	99	2
Filler	128	*中國*人*使用*胎盤*的*經驗*已有*千年*以上*的*時間。*	中國人使用胎盤的經驗尚短？	filler	2	99	3
Filler	128	*中國*人*使用*胎盤*的*經驗*已有*千年*以上*的*時間。*	中國人使用胎盤的經驗尚短？	filler	2	99	4
Filler	129	*研究*顯示*長期*使用*胎盤素*確實*能夠*讓*女性*肌膚*美白。*	長期使用胎盤素不能夠讓女性肌膚美白？	filler	2	99	1
Filler	129	*研究*顯示*長期*使用*胎盤素*確實*能夠*讓*女性*肌膚*美白。*	長期使用胎盤素不能夠讓女性肌膚美白？	filler	2	99	2
Filler	129	*研究*顯示*長期*使用*胎盤素*確實*能夠*讓*女性*肌膚*美白。*	長期使用胎盤素不能夠讓女性肌膚美白？	filler	2	99	3
Filler	129	*研究*顯示*長期*使用*胎盤素*確實*能夠*讓*女性*肌膚*美白。*	長期使用胎盤素不能夠讓女性肌膚美白？	filler	2	99	4
Filler	130	*若*細究*世界*各國*的*飲食*歷史*其實*不難*發現*湯*的*重要性。*	湯在世界各國的飲食歷史不算重要？	filler	2	99	1
Filler	130	*若*細究*世界*各國*的*飲食*歷史*其實*不難*發現*湯*的*重要性。*	湯在世界各國的飲食歷史不算重要？	filler	2	99	2
Filler	130	*若*細究*世界*各國*的*飲食*歷史*其實*不難*發現*湯*的*重要性。*	湯在世界各國的飲食歷史不算重要？	filler	2	99	3
Filler	130	*若*細究*世界*各國*的*飲食*歷史*其實*不難*發現*湯*的*重要性。*	湯在世界各國的飲食歷史不算重要？	filler	2	99	4
Filler	131	*想*做好*一碗*味美*湯鮮*的*湯品*高湯*絕對*是*關鍵*因素。*	要做好一碗味美湯鮮高湯並不重要？	filler	2	99	1
Filler	131	*想*做好*一碗*味美*湯鮮*的*湯品*高湯*絕對*是*關鍵*因素。*	要做好一碗味美湯鮮高湯並不重要？	filler	2	99	2
Filler	131	*想*做好*一碗*味美*湯鮮*的*湯品*高湯*絕對*是*關鍵*因素。*	要做好一碗味美湯鮮高湯並不重要？	filler	2	99	3
Filler	131	*想*做好*一碗*味美*湯鮮*的*湯品*高湯*絕對*是*關鍵*因素。*	要做好一碗味美湯鮮高湯並不重要？	filler	2	99	4
Filler	132	*烹煮*高湯*的*要訣*在於*要*以*同鍋*滾水*燙煮*所有的*食材。*	同鍋滾水燙煮所有的食材並非烹煮高湯的要訣？	filler	2	99	1
Filler	132	*烹煮*高湯*的*要訣*在於*要*以*同鍋*滾水*燙煮*所有的*食材。*	同鍋滾水燙煮所有的食材並非烹煮高湯的要訣？	filler	2	99	2
Filler	132	*烹煮*高湯*的*要訣*在於*要*以*同鍋*滾水*燙煮*所有的*食材。*	同鍋滾水燙煮所有的食材並非烹煮高湯的要訣？	filler	2	99	3
Filler	132	*烹煮*高湯*的*要訣*在於*要*以*同鍋*滾水*燙煮*所有的*食材。*	同鍋滾水燙煮所有的食材並非烹煮高湯的要訣？	filler	2	99	4
Filler	133	*店內*以*木質*桌椅*地板*為主*擺設*十分*簡潔*純樸。*	店內十分豪華的擺設是以木質桌椅地板為主？	filler	2	99	1
Filler	133	*店內*以*木質*桌椅*地板*為主*擺設*十分*簡潔*純樸。*	店內十分豪華的擺設是以木質桌椅地板為主？	filler	2	99	2
Filler	133	*店內*以*木質*桌椅*地板*為主*擺設*十分*簡潔*純樸。*	店內十分豪華的擺設是以木質桌椅地板為主？	filler	2	99	3
Filler	133	*店內*以*木質*桌椅*地板*為主*擺設*十分*簡潔*純樸。*	店內十分豪華的擺設是以木質桌椅地板為主？	filler	2	99	4
Filler	134	*以*特殊*壓烤*的*方式*製作*而成*使*麵包*外皮*焦脆*飄香。*	麵包外皮焦脆是自然形成的？	filler	2	99	1
Filler	134	*以*特殊*壓烤*的*方式*製作*而成*使*麵包*外皮*焦脆*飄香。*	麵包外皮焦脆是自然形成的？	filler	2	99	2
Filler	134	*以*特殊*壓烤*的*方式*製作*而成*使*麵包*外皮*焦脆*飄香。*	麵包外皮焦脆是自然形成的？	filler	2	99	3
Filler	134	*以*特殊*壓烤*的*方式*製作*而成*使*麵包*外皮*焦脆*飄香。*	麵包外皮焦脆是自然形成的？	filler	2	99	4
Filler	135	*二次*世界*大戰*後*全球*經濟*重建*及*財富*重*分配。*	全球經濟重建及財富重分配和二次世界大戰無關？	filler	2	99	1
Filler	135	*二次*世界*大戰*後*全球*經濟*重建*及*財富*重*分配。*	全球經濟重建及財富重分配和二次世界大戰無關？	filler	2	99	2
Filler	135	*二次*世界*大戰*後*全球*經濟*重建*及*財富*重*分配。*	全球經濟重建及財富重分配和二次世界大戰無關？	filler	2	99	3
Filler	135	*二次*世界*大戰*後*全球*經濟*重建*及*財富*重*分配。*	全球經濟重建及財富重分配和二次世界大戰無關？	filler	2	99	4
Filler	136	*十年前*國內*出現過*數十個*電影城*從*台北*台中*到*台南*高雄。*	十年前國內出現過三十個電影城？	filler	2	99	1
Filler	136	*十年前*國內*出現過*數十個*電影城*從*台北*台中*到*台南*高雄。*	十年前國內出現過三十個電影城？	filler	2	99	2
Filler	136	*十年前*國內*出現過*數十個*電影城*從*台北*台中*到*台南*高雄。*	十年前國內出現過三十個電影城？	filler	2	99	3
Filler	136	*十年前*國內*出現過*數十個*電影城*從*台北*台中*到*台南*高雄。*	十年前國內出現過三十個電影城？	filler	2	99	4
Filler	137	*在*這兩個*城市*之中*全部*都有*過去*沿海*城市*開發*的*影子。*	這兩個城市並沒有過去沿海城市開發的影子？	filler	2	99	1
Filler	137	*在*這兩個*城市*之中*全部*都有*過去*沿海*城市*開發*的*影子。*	這兩個城市並沒有過去沿海城市開發的影子？	filler	2	99	2
Filler	137	*在*這兩個*城市*之中*全部*都有*過去*沿海*城市*開發*的*影子。*	這兩個城市並沒有過去沿海城市開發的影子？	filler	2	99	3
Filler	137	*在*這兩個*城市*之中*全部*都有*過去*沿海*城市*開發*的*影子。*	這兩個城市並沒有過去沿海城市開發的影子？	filler	2	99	4
Filler	138	*這麼多的*投資*終究*要*面臨*生產*效率*和*回報*的*問題。*	生產效率和回報並非大家關心的問題？	filler	2	99	1
Filler	138	*這麼多的*投資*終究*要*面臨*生產*效率*和*回報*的*問題。*	生產效率和回報並非大家關心的問題？	filler	2	99	2
Filler	138	*這麼多的*投資*終究*要*面臨*生產*效率*和*回報*的*問題。*	生產效率和回報並非大家關心的問題？	filler	2	99	3
Filler	138	*這麼多的*投資*終究*要*面臨*生產*效率*和*回報*的*問題。*	生產效率和回報並非大家關心的問題？	filler	2	99	4
Filler	139	*從*科技*產業*到*傳統*產業*全部*都*需要*灌注*活力*和*配套*措施。*	只有科技產業需要灌註活力和配套措施？	filler	2	99	1
Filler	139	*從*科技*產業*到*傳統*產業*全部*都*需要*灌注*活力*和*配套*措施。*	只有科技產業需要灌註活力和配套措施？	filler	2	99	2
Filler	139	*從*科技*產業*到*傳統*產業*全部*都*需要*灌注*活力*和*配套*措施。*	只有科技產業需要灌註活力和配套措施？	filler	2	99	3
Filler	139	*從*科技*產業*到*傳統*產業*全部*都*需要*灌注*活力*和*配套*措施。*	只有科技產業需要灌註活力和配套措施？	filler	2	99	4
Filler	140	*美白*保養品*不一定*是*同一*品牌*整套*使用*效果*最好。*	使用同一品牌整套的美白保養品最好？	filler	2	99	1
Filler	140	*美白*保養品*不一定*是*同一*品牌*整套*使用*效果*最好。*	使用同一品牌整套的美白保養品最好？	filler	2	99	2
Filler	140	*美白*保養品*不一定*是*同一*品牌*整套*使用*效果*最好。*	使用同一品牌整套的美白保養品最好？	filler	2	99	3
Filler	140	*美白*保養品*不一定*是*同一*品牌*整套*使用*效果*最好。*	使用同一品牌整套的美白保養品最好？	filler	2	99	4
Filler_GibsonWu	201	*昨天*被*驢子*踢*的*那匹*馬*是*農夫*要賣掉*的*馬。*	驢子踢了農夫想賣的馬嗎？	RC_filler	1	99	1
Filler_GibsonWu	201	*昨天*被*驢子*踢*的*那匹*馬*是*農夫*要賣掉*的*馬。*	驢子踢了農夫想賣的馬嗎？	RC_filler	1	99	2
Filler_GibsonWu	201	*昨天*被*驢子*踢*的*那匹*馬*是*農夫*要賣掉*的*馬。*	驢子踢了農夫想賣的馬嗎？	RC_filler	1	99	3
Filler_GibsonWu	201	*昨天*被*驢子*踢*的*那匹*馬*是*農夫*要賣掉*的*馬。*	驢子踢了農夫想賣的馬嗎？	RC_filler	1	99	4
Filler_GibsonWu	202	*唱片公司*今天*拒絕*和*批評*製作人*的*那位*音樂家*簽約。*	製作人批評了和唱片公司簽約的音樂家嗎？	RC_filler	2	99	1
Filler_GibsonWu	202	*唱片公司*今天*拒絕*和*批評*製作人*的*那位*音樂家*簽約。*	製作人批評了和唱片公司簽約的音樂家嗎？	RC_filler	2	99	2
Filler_GibsonWu	202	*唱片公司*今天*拒絕*和*批評*製作人*的*那位*音樂家*簽約。*	製作人批評了和唱片公司簽約的音樂家嗎？	RC_filler	2	99	3
Filler_GibsonWu	202	*唱片公司*今天*拒絕*和*批評*製作人*的*那位*音樂家*簽約。*	製作人批評了和唱片公司簽約的音樂家嗎？	RC_filler	2	99	4
Filler_GibsonWu	203	*剛才*被*狗*追*的*那隻*貓*是*鄰居*養*的。*	狗剛才追了鄰居養的貓嗎？	RC_filler	1	99	1
Filler_GibsonWu	203	*剛才*被*狗*追*的*那隻*貓*是*鄰居*養*的。*	狗剛才追了鄰居養的貓嗎？	RC_filler	1	99	2
Filler_GibsonWu	203	*剛才*被*狗*追*的*那隻*貓*是*鄰居*養*的。*	狗剛才追了鄰居養的貓嗎？	RC_filler	1	99	3
Filler_GibsonWu	203	*剛才*被*狗*追*的*那隻*貓*是*鄰居*養*的。*	狗剛才追了鄰居養的貓嗎？	RC_filler	1	99	4
Filler_GibsonWu	204	*哈佛大學*上個月*聘用了*獲得*諾貝爾獎*的*那個*生物學家*為*正教授。*	哈佛大學聘用了一個生物學副教授嗎？	RC_filler	2	99	1
Filler_GibsonWu	204	*哈佛大學*上個月*聘用了*獲得*諾貝爾獎*的*那個*生物學家*為*正教授。*	哈佛大學聘用了一個生物學副教授嗎？	RC_filler	2	99	2
Filler_GibsonWu	204	*哈佛大學*上個月*聘用了*獲得*諾貝爾獎*的*那個*生物學家*為*正教授。*	哈佛大學聘用了一個生物學副教授嗎？	RC_filler	2	99	3
Filler_GibsonWu	204	*哈佛大學*上個月*聘用了*獲得*諾貝爾獎*的*那個*生物學家*為*正教授。*	哈佛大學聘用了一個生物學副教授嗎？	RC_filler	2	99	4
Filler_GibsonWu	205	*上次*被*卡車*撞了*的*那個*農夫*是*一個*在逃*的*非法移民。*	卡車撞了一個的非法入境的農夫嗎？	RC_filler	1	99	1
Filler_GibsonWu	205	*上次*被*卡車*撞了*的*那個*農夫*是*一個*在逃*的*非法移民。*	卡車撞了一個的非法入境的農夫嗎？	RC_filler	1	99	2
Filler_GibsonWu	205	*上次*被*卡車*撞了*的*那個*農夫*是*一個*在逃*的*非法移民。*	卡車撞了一個的非法入境的農夫嗎？	RC_filler	1	99	3
Filler_GibsonWu	205	*上次*被*卡車*撞了*的*那個*農夫*是*一個*在逃*的*非法移民。*	卡車撞了一個的非法入境的農夫嗎？	RC_filler	1	99	4
Filler_GibsonWu	206	*早上*觸怒了*美甲師*的*那位*髮型師*在*和*有名的*演員*交往。*	觸怒了美甲師的髮型師被有名的演員拒絕了嗎？	RC_filler	2	99	1
Filler_GibsonWu	206	*早上*觸怒了*美甲師*的*那位*髮型師*在*和*有名的*演員*交往。*	觸怒了美甲師的髮型師被有名的演員拒絕了嗎？	RC_filler	2	99	2
Filler_GibsonWu	206	*早上*觸怒了*美甲師*的*那位*髮型師*在*和*有名的*演員*交往。*	觸怒了美甲師的髮型師被有名的演員拒絕了嗎？	RC_filler	2	99	3
Filler_GibsonWu	206	*早上*觸怒了*美甲師*的*那位*髮型師*在*和*有名的*演員*交往。*	觸怒了美甲師的髮型師被有名的演員拒絕了嗎？	RC_filler	2	99	4
Filler_GibsonWu	207	*工會*獎勵了*今天*被*水電工*讚美*的*那個*木匠。*	被工會獎勵的木匠讚美了水電工嗎？	RC_filler	2	99	1
Filler_GibsonWu	207	*工會*獎勵了*今天*被*水電工*讚美*的*那個*木匠。*	被工會獎勵的木匠讚美了水電工嗎？	RC_filler	2	99	2
Filler_GibsonWu	207	*工會*獎勵了*今天*被*水電工*讚美*的*那個*木匠。*	被工會獎勵的木匠讚美了水電工嗎？	RC_filler	2	99	3
Filler_GibsonWu	207	*工會*獎勵了*今天*被*水電工*讚美*的*那個*木匠。*	被工會獎勵的木匠讚美了水電工嗎？	RC_filler	2	99	4
Filler_GibsonWu	208	*被*美國銀行*上周*僱用*的*那位*會計師*向*律師*打招呼*。*	那位會計師向律師打了招呼嗎？	RC_filler	1	99	1
Filler_GibsonWu	208	*被*美國銀行*上周*僱用*的*那位*會計師*向*律師*打招呼*。*	那位會計師向律師打了招呼嗎？	RC_filler	1	99	2
Filler_GibsonWu	208	*被*美國銀行*上周*僱用*的*那位*會計師*向*律師*打招呼*。*	那位會計師向律師打了招呼嗎？	RC_filler	1	99	3
Filler_GibsonWu	208	*被*美國銀行*上周*僱用*的*那位*會計師*向*律師*打招呼*。*	那位會計師向律師打了招呼嗎？	RC_filler	1	99	4
Adverb_position	301	*小孩*發誓*上午*貓咪*抓到了*一隻*稀有的*小鳥*所以很難過。*	小孩發誓貓咪抓到了小鳥嗎?	j	1	5	1
Adverb_position	301	*小孩*發誓*上午*貓咪*抓到了*一隻*稀有的*小鳥*所以很難過。*	小孩發誓貓咪抓到了小鳥嗎?	j	1	5	3
Adverb_position	301	*小孩*發誓*貓咪*上午*抓到了*一隻*稀有的*小鳥*所以很難過。*	小孩發誓貓咪抓到了小鳥嗎?	k	1	5	2
Adverb_position	301	*小孩*發誓*貓咪*上午*抓到了*一隻*稀有的*小鳥*所以很難過。*	小孩發誓貓咪抓到了小鳥嗎?	k	1	5	4
Adverb_position	302	*女孩*表示*今早*男友*購買了*一只*昂貴的*戒指*並且非常驚訝。*	女孩表示男友購買了戒指嗎?	j	1	5	2
Adverb_position	302	*女孩*表示*今早*男友*購買了*一只*昂貴的*戒指*並且非常驚訝。*	女孩表示男友購買了戒指嗎?	j	1	5	4
Adverb_position	302	*女孩*表示*男友*今早*購買了*一只*昂貴的*戒指*並且非常驚訝。*	女孩表示男友購買了戒指嗎?	k	1	5	1
Adverb_position	302	*女孩*表示*男友*今早*購買了*一只*昂貴的*戒指*並且非常驚訝。*	女孩表示男友購買了戒指嗎?	k	1	5	3
Adverb_position	303	*男孩*納悶*剛剛*鄰居*八卦了*那輛*偷來的*轎車*所以很好奇。*	男孩納悶鄰居八卦了轎車嗎?	j	1	5	1
Adverb_position	303	*男孩*納悶*剛剛*鄰居*八卦了*那輛*偷來的*轎車*所以很好奇。*	男孩納悶鄰居八卦了轎車嗎?	j	1	5	3
Adverb_position	303	*男孩*納悶*鄰居*剛剛*八卦了*那輛*偷來的*轎車*所以很好奇。*	男孩納悶鄰居八卦了轎車嗎?	k	1	5	2
Adverb_position	303	*男孩*納悶*鄰居*剛剛*八卦了*那輛*偷來的*轎車*所以很好奇。*	男孩納悶鄰居八卦了轎車嗎?	k	1	5	4
Adverb_position	304	*娃娃*希望*今天*媽媽*買來了*幾吋*好吃的*蛋糕*所以很興奮。*	娃娃希望媽媽買來了蛋糕嗎?	j	1	5	2
Adverb_position	304	*娃娃*希望*今天*媽媽*買來了*幾吋*好吃的*蛋糕*所以很興奮。*	娃娃希望媽媽買來了蛋糕嗎?	j	1	5	4
Adverb_position	304	*娃娃*希望*媽媽*今天*買來了*幾吋*好吃的*蛋糕*所以很興奮。*	娃娃希望媽媽買來了蛋糕嗎?	k	1	5	1
Adverb_position	304	*娃娃*希望*媽媽*今天*買來了*幾吋*好吃的*蛋糕*所以很興奮。*	娃娃希望媽媽買來了蛋糕嗎?	k	1	5	3
Adverb_position	305	*家人*以為*下午*祖父*發生了*一場*嚴重的*車禍*所以很著急。*	家人以為祖父發生了車禍嗎?	j	1	5	1
Adverb_position	305	*家人*以為*下午*祖父*發生了*一場*嚴重的*車禍*所以很著急。*	家人以為祖父發生了車禍嗎?	j	1	5	3
Adverb_position	305	*家人*以為*祖父*下午*發生了*一場*嚴重的*車禍*所以很著急。*	家人以為祖父發生了車禍嗎?	k	1	5	2
Adverb_position	305	*家人*以為*祖父*下午*發生了*一場*嚴重的*車禍*所以很著急。*	家人以為祖父發生了車禍嗎?	k	1	5	4
Adverb_position	306	*妻子*認為*昨晚*丈夫*陪伴了*一位*年輕的*情婦*所以提出告訴。*	妻子認為丈夫陪伴了情婦嗎?	j	1	5	2
Adverb_position	306	*妻子*認為*昨晚*丈夫*陪伴了*一位*年輕的*情婦*所以提出告訴。*	妻子認為丈夫陪伴了情婦嗎?	j	1	5	4
Adverb_position	306	*妻子*認為*丈夫*昨晚*陪伴了*一位*年輕的*情婦*所以提出告訴。*	妻子認為丈夫陪伴了情婦嗎?	k	1	5	1
Adverb_position	306	*妻子*認為*丈夫*昨晚*陪伴了*一位*年輕的*情婦*所以提出告訴。*	妻子認為丈夫陪伴了情婦嗎?	k	1	5	3
Adverb_position	307	*政府*預料*每年*吸菸*危害了*眾多*健康的*人口*並且提出警訊。*	政府預料吸菸危害了人口嗎?	j	1	5	1
Adverb_position	307	*政府*預料*每年*吸菸*危害了*眾多*健康的*人口*並且提出警訊。*	政府預料吸菸危害了人口嗎?	j	1	5	3
Adverb_position	307	*政府*預料*吸菸*每年*危害了*眾多*健康的*人口*並且提出警訊。*	政府預料吸菸危害了人口嗎?	k	1	5	2
Adverb_position	307	*政府*預料*吸菸*每年*危害了*眾多*健康的*人口*並且提出警訊。*	政府預料吸菸危害了人口嗎?	k	1	5	4
Adverb_position	308	*警察*暗示*昨天*嫌犯*闖入了*幾座*豪華的*賭場*並且拍了照。*	警察暗示嫌犯闖入了賭場嗎?	j	1	5	2
Adverb_position	308	*警察*暗示*昨天*嫌犯*闖入了*幾座*豪華的*賭場*並且拍了照。*	警察暗示嫌犯闖入了賭場嗎?	j	1	5	4
