"subj" "expt" "item" "condition" "pos" "word" "correct" "rt" "spillover" "so" "rcpos"
"1169" 19 "e1" 5 "c" "3" "經理" "-" 1135 767 1 "4"
"1170" 19 "e1" 5 "c" "4" "站在" "-" 1220 1135 1 "5"
"1171" 19 "e1" 5 "c" "5" "門口" "-" 989 1220 1 "-1"
"1172" 19 "e1" 5 "c" "6" "招攬" "-" 2188 989 1 "-1"
"1173" 19 "e1" 5 "c" "7" "生意" "-" 641 2188 1 "-1"
"1174" 19 "e1" 5 "c" "?" "Y" "1" 2474 641 1 "-1"
"1175" 19 "e1" 19 "a" "0" "協助" "-" 617 2474 -1 "1"
"1176" 19 "e1" 19 "a" "1" "居民" "-" 616 617 -1 "2"
"1177" 19 "e1" 19 "a" "2" "的" "-" 611 616 -1 "3"
"1178" 19 "e1" 19 "a" "3" "軍官" "-" 505 611 -1 "4"
"1179" 19 "e1" 19 "a" "4" "收傷" "-" 570 505 -1 "5"
"1180" 19 "e1" 19 "a" "5" "了" "-" 1038 570 -1 "-1"
"1181" 19 "e1" 19 "a" "6" "被" "-" 546 1038 -1 "-1"
"1182" 19 "e1" 19 "a" "7" "送往" "-" 646 546 -1 "-1"
"1183" 19 "e1" 19 "a" "8" "醫院" "-" 611 646 -1 "-1"
"1184" 19 "e1" 19 "a" "?" "N" "1" 3947 611 -1 "-1"
"1185" 19 "e1" 3 "a" "0" "認識" "-" 541 3947 -1 "1"
"1186" 19 "e1" 3 "a" "1" "教授" "-" 586 541 -1 "2"
"1187" 19 "e1" 3 "a" "2" "的" "-" 525 586 -1 "3"
"1188" 19 "e1" 3 "a" "3" "作家" "-" 514 525 -1 "4"
"1189" 19 "e1" 3 "a" "4" "很" "-" 525 514 -1 "5"
"1190" 19 "e1" 3 "a" "5" "有名" "-" 1135 525 -1 "-1"
"1191" 19 "e1" 3 "a" "6" "著作" "-" 560 1135 -1 "-1"
"1192" 19 "e1" 3 "a" "7" "也" "-" 471 560 -1 "-1"
"1193" 19 "e1" 3 "a" "8" "很多" "-" 500 471 -1 "-1"
"1194" 19 "e1" 3 "a" "?" "Y" "1" 2575 500 -1 "-1"
"1195" 19 "e1" 7 "a" "0" "遇見" "-" 536 2575 -1 "1"
"1196" 19 "e1" 7 "a" "1" "老太太" "-" 505 536 -1 "2"
"1197" 19 "e1" 7 "a" "2" "的" "-" 454 505 -1 "3"
"1198" 19 "e1" 7 "a" "3" "女孩" "-" 399 454 -1 "4"
"1199" 19 "e1" 7 "a" "4" "頭髮" "-" 429 399 -1 "5"
"1200" 19 "e1" 7 "a" "5" "很長" "-" 424 429 -1 "-1"
"1201" 19 "e1" 7 "a" "6" "而且" "-" 399 424 -1 "-1"
"1202" 19 "e1" 7 "a" "7" "也" "-" 454 399 -1 "-1"
"1203" 19 "e1" 7 "a" "8" "長的" "-" 364 454 -1 "-1"
"1204" 19 "e1" 7 "a" "9" "很" "-" 606 364 -1 "-1"
"1205" 19 "e1" 7 "a" "10" "漂亮" "-" 455 606 -1 "-1"
"1206" 19 "e1" 7 "a" "?" "N" "1" 1117 455 -1 "-1"
"1207" 19 "e1" 17 "c" "0" "流氓" "-" 390 1117 1 "1"
"1208" 19 "e1" 17 "c" "1" "威脅" "-" 505 390 1 "2"
"1209" 19 "e1" 17 "c" "2" "的" "-" 404 505 1 "3"
"1210" 19 "e1" 17 "c" "3" "逃犯" "-" 490 404 1 "4"
"1211" 19 "e1" 17 "c" "4" "害怕" "-" 439 490 1 "5"
"1212" 19 "e1" 17 "c" "5" "被" "-" 424 439 1 "-1"
"1213" 19 "e1" 17 "c" "6" "警察" "-" 459 424 1 "-1"
"1214" 19 "e1" 17 "c" "7" "抓" "-" 444 459 1 "-1"
"1215" 19 "e1" 17 "c" "8" "整天" "-" 807 444 1 "-1"
"1216" 19 "e1" 17 "c" "9" "提心" "-" 383 807 1 "-1"
"1217" 19 "e1" 17 "c" "10" "吊膽" "-" 510 383 1 "-1"
"1218" 19 "e1" 17 "c" "?" "N" "1" 1662 510 1 "-1"
"1219" 19 "e1" 9 "c" "0" "大伯" "-" 350 1662 1 "1"
"1220" 19 "e1" 9 "c" "1" "拜訪" "-" 399 350 1 "2"
"1221" 19 "e1" 9 "c" "2" "的" "-" 343 399 1 "3"
"1222" 19 "e1" 9 "c" "3" "鄰居" "-" 495 343 1 "4"
"1223" 19 "e1" 9 "c" "4" "家境" "-" 413 495 1 "5"
"1224" 19 "e1" 9 "c" "5" "不好" "-" 490 413 1 "-1"
"1225" 19 "e1" 9 "c" "6" "常" "-" 404 490 1 "-1"
"1226" 19 "e1" 9 "c" "7" "需要" "-" 565 404 1 "-1"
"1227" 19 "e1" 9 "c" "8" "朋友" "-" 484 565 1 "-1"
"1228" 19 "e1" 9 "c" "9" "幫忙" "-" 500 484 1 "-1"
"1229" 19 "e1" 9 "c" "?" "N" "1" 4152 500 1 "-1"
"1230" 19 "e1" 13 "c" "0" "鋼琴師" "-" 334 4152 1 "-1"
"1231" 19 "e1" 13 "c" "1" "很" "-" 510 334 1 "1"
"1232" 19 "e1" 13 "c" "2" "受不了" "-" 418 510 1 "2"
"1233" 19 "e1" 13 "c" "3" "的" "-" 368 418 1 "3"
"1234" 19 "e1" 13 "c" "4" "小提琴家" "-" 353 368 1 "4"
"1235" 19 "e1" 13 "c" "5" "脾氣" "-" 339 353 1 "5"
"1236" 19 "e1" 13 "c" "6" "不好" "-" 370 339 1 "-1"
"1237" 19 "e1" 13 "c" "7" "對人" "-" 368 370 1 "-1"
"1238" 19 "e1" 13 "c" "8" "大吼" "-" 318 368 1 "-1"
"1239" 19 "e1" 13 "c" "9" "大叫" "-" 429 318 1 "-1"
"1240" 19 "e1" 13 "c" "?" "Y" "1" 956 429 1 "-1"
"1241" 2 "e1" 14 "c" "0" "屠夫" "-" 1010 956 1 "1"
"1242" 2 "e1" 14 "c" "1" "瞧不起" "-" 586 1010 1 "2"
"1243" 2 "e1" 14 "c" "2" "的" "-" 611 586 1 "3"
"1244" 2 "e1" 14 "c" "3" "清潔工" "-" 2548 611 1 "4"
"1245" 2 "e1" 14 "c" "4" "衣服" "-" 837 2548 1 "5"
"1246" 2 "e1" 14 "c" "5" "總是" "-" 535 837 1 "-1"
"1247" 2 "e1" 14 "c" "6" "很" "-" 672 535 1 "-1"
"1248" 2 "e1" 14 "c" "7" "髒" "-" 631 672 1 "-1"
"1249" 2 "e1" 14 "c" "8" "身上" "-" 702 631 1 "-1"
"1250" 2 "e1" 14 "c" "9" "也" "-" 515 702 1 "-1"
"1251" 2 "e1" 14 "c" "10" "有股" "-" 520 515 1 "-1"
"1252" 2 "e1" 14 "c" "11" "怪" "-" 592 520 1 "-1"
"1253" 2 "e1" 14 "c" "12" "味道" "-" 1575 592 1 "-1"
"1254" 2 "e1" 14 "c" "?" "Y" "1" 4472 1575 1 "-1"
"1255" 2 "e1" 16 "a" "0" "嘲笑" "-" 471 4472 -1 "1"
"1256" 2 "e1" 16 "a" "1" "寡婦" "-" 606 471 -1 "2"
"1257" 2 "e1" 16 "a" "2" "的" "-" 439 606 -1 "3"
"1258" 2 "e1" 16 "a" "3" "老處女" "-" 722 439 -1 "4"
"1259" 2 "e1" 16 "a" "4" "很" "-" 510 722 -1 "5"
"1260" 2 "e1" 16 "a" "5" "想" "-" 561 510 -1 "-1"
"1261" 2 "e1" 16 "a" "6" "交" "-" 2336 561 -1 "-1"
"1262" 2 "e1" 16 "a" "7" "男朋友" "-" 9497 2336 -1 "-1"
"1263" 2 "e1" 16 "a" "8" "整天" "-" 661 9497 -1 "-1"
"1264" 2 "e1" 16 "a" "9" "要人" "-" 626 661 -1 "-1"
"1265" 2 "e1" 16 "a" "10" "幫" "-" 565 626 -1 "-1"
"1266" 2 "e1" 16 "a" "11" "她" "-" 419 565 -1 "-1"
"1267" 2 "e1" 16 "a" "12" "做媒" "-" 4015 419 -1 "-1"
"1268" 2 "e1" 16 "a" "?" "N" "1" 8375 4015 -1 "-1"
"1282" 2 "e1" 6 "c" "0" "市長" "-" 441 8375 1 "1"
"1283" 2 "e1" 6 "c" "1" "打擾" "-" 495 441 1 "2"
"1284" 2 "e1" 6 "c" "2" "的" "-" 419 495 1 "3"
"1285" 2 "e1" 6 "c" "3" "議員" "-" 414 419 1 "4"
"1286" 2 "e1" 6 "c" "4" "整天" "-" 515 414 1 "5"
"1287" 2 "e1" 6 "c" "5" "講電話" "-" 4055 515 1 "-1"
"1288" 2 "e1" 6 "c" "6" "因為" "-" 514 4055 1 "-1"
"1289" 2 "e1" 6 "c" "7" "事情" "-" 439 514 1 "-1"
"1290" 2 "e1" 6 "c" "8" "多" "-" 465 439 1 "-1"
"1291" 2 "e1" 6 "c" "?" "N" "1" 6403 465 1 "-1"
"1292" 2 "e1" 10 "c" "0" "郵差" "-" 511 6403 1 "1"
"1293" 2 "e1" 10 "c" "1" "撞到" "-" 374 511 1 "2"
"1294" 2 "e1" 10 "c" "2" "的" "-" 449 374 1 "3"
"1295" 2 "e1" 10 "c" "3" "送花童" "-" 454 449 1 "4"
"1296" 2 "e1" 10 "c" "4" "背著" "-" 1529 454 1 "5"
"1297" 2 "e1" 10 "c" "5" "很多" "-" 383 1529 1 "-1"
"1298" 2 "e1" 10 "c" "6" "東西" "-" 394 383 1 "-1"
"1299" 2 "e1" 10 "c" "7" "走路" "-" 376 394 1 "-1"
"1300" 2 "e1" 10 "c" "8" "東倒西歪" "-" 757 376 1 "-1"
"1301" 2 "e1" 10 "c" "?" "N" "1" 1103 757 1 "-1"
"1302" 2 "e1" 18 "c" "0" "富豪" "-" 445 1103 1 "1"
"1303" 2 "e1" 18 "c" "1" "邀請" "-" 813 445 1 "2"
"1304" 2 "e1" 18 "c" "2" "的" "-" 399 813 1 "3"
"1305" 2 "e1" 18 "c" "3" "官員" "-" 419 399 1 "4"
"1306" 2 "e1" 18 "c" "4" "心懷" "-" 480 419 1 "5"
"1307" 2 "e1" 18 "c" "5" "不軌" "-" 460 480 1 "-1"
"1308" 2 "e1" 18 "c" "6" "但是" "-" 429 460 1 "-1"
"1309" 2 "e1" 18 "c" "7" "善於" "-" 470 429 1 "-1"
"1310" 2 "e1" 18 "c" "8" "隱藏" "-" 737 470 1 "-1"
"1311" 2 "e1" 18 "c" "?" "N" "1" 2939 737 1 "-1"
"1312" 2 "e1" 20 "a" "0" "抱怨" "-" 405 2939 -1 "1"
"1313" 2 "e1" 20 "a" "1" "司機" "-" 530 405 -1 "2"
"1314" 2 "e1" 20 "a" "2" "的" "-" 419 530 -1 "3"
"1315" 2 "e1" 20 "a" "3" "乘客" "-" 354 419 -1 "4"
"1316" 2 "e1" 20 "a" "4" "總是" "-" 414 354 -1 "5"
"1317" 2 "e1" 20 "a" "5" "大聲" "-" 384 414 -1 "-1"
"1318" 2 "e1" 20 "a" "6" "喧嘩" "-" 374 384 -1 "-1"
"1319" 2 "e1" 20 "a" "7" "很" "-" 374 374 -1 "-1"
"1320" 2 "e1" 20 "a" "8" "令人" "-" 399 374 -1 "-1"
"1321" 2 "e1" 20 "a" "9" "受不了" "-" 520 399 -1 "-1"
"1322" 2 "e1" 20 "a" "?" "N" "1" 2444 520 -1 "-1"
"1323" 2 "e1" 8 "a" "0" "羨慕" "-" 456 2444 -1 "1"
"1324" 2 "e1" 8 "a" "1" "歌手" "-" 697 456 -1 "2"
"1325" 2 "e1" 8 "a" "2" "的" "-" 480 697 -1 "3"
"1326" 2 "e1" 8 "a" "3" "演員" "-" 485 480 -1 "4"
"1327" 2 "e1" 8 "a" "4" "想" "-" 474 485 -1 "5"
"1328" 2 "e1" 8 "a" "5" "往" "-" 415 474 -1 "-1"
"1329" 2 "e1" 8 "a" "6" "其他" "-" 389 415 -1 "-1"
"1330" 2 "e1" 8 "a" "7" "方面" "-" 419 389 -1 "-1"
"1331" 2 "e1" 8 "a" "8" "發展" "-" 485 419 -1 "-1"
"1332" 2 "e1" 8 "a" "9" "可是" "-" 439 485 -1 "-1"
"1333" 2 "e1" 8 "a" "10" "沒有" "-" 414 439 -1 "-1"
"1334" 2 "e1" 8 "a" "11" "機會" "-" 772 414 -1 "-1"
"1335" 2 "e1" 8 "a" "?" "N" "1" 2993 772 -1 "-1"
"1336" 2 "e1" 2 "c" "0" "老闆" "-" 1434 2993 1 "1"
"1337" 2 "e1" 2 "c" "1" "信任" "-" 802 1434 1 "2"
"1338" 2 "e1" 2 "c" "2" "的" "-" 499 802 1 "3"
"1339" 2 "e1" 2 "c" "3" "工程師" "-" 601 499 1 "4"
"1340" 2 "e1" 2 "c" "4" "工作" "-" 661 601 1 "5"
"1341" 2 "e1" 2 "c" "5" "很" "-" 419 661 1 "-1"
"1342" 2 "e1" 2 "c" "6" "認真" "-" 797 419 1 "-1"
"1343" 2 "e1" 2 "c" "7" "效率" "-" 601 797 1 "-1"
"1344" 2 "e1" 2 "c" "8" "又高" "-" 1241 601 1 "-1"
"1345" 2 "e1" 2 "c" "?" "Y" "1" 1279 1241 1 "-1"
"1346" 2 "e1" 4 "a" "0" "讚美" "-" 395 1279 -1 "1"
"1347" 2 "e1" 4 "a" "1" "聲樂家" "-" 490 395 -1 "2"
"1348" 2 "e1" 4 "a" "2" "的" "-" 459 490 -1 "3"
"1349" 2 "e1" 4 "a" "3" "指揮家" "-" 505 459 -1 "4"
"1350" 2 "e1" 4 "a" "4" "很" "-" 2326 505 -1 "5"
"1351" 2 "e1" 4 "a" "5" "有天份" "-" 525 2326 -1 "-1"
"1352" 2 "e1" 4 "a" "6" "但是" "-" 580 525 -1 "-1"
"1353" 2 "e1" 4 "a" "7" "也" "-" 681 580 -1 "-1"
"1354" 2 "e1" 4 "a" "8" "很" "-" 626 681 -1 "-1"
"1355" 2 "e1" 4 "a" "9" "驕傲" "-" 893 626 -1 "-1"
"1356" 2 "e1" 4 "a" "?" "Y" "1" 2489 893 -1 "-1"
"1357" 20 "e1" 6 "a" "0" "打擾" "-" 370 2489 -1 "1"
"1358" 20 "e1" 6 "a" "1" "市長" "-" 404 370 -1 "2"
"1359" 20 "e1" 6 "a" "2" "的" "-" 631 404 -1 "3"
"1360" 20 "e1" 6 "a" "3" "議員" "-" 470 631 -1 "4"
"1361" 20 "e1" 6 "a" "4" "整天" "-" 504 470 -1 "5"
"1362" 20 "e1" 6 "a" "5" "講電話" "-" 449 504 -1 "-1"
"1363" 20 "e1" 6 "a" "6" "因為" "-" 323 449 -1 "-1"
"1364" 20 "e1" 6 "a" "7" "事情" "-" 475 323 -1 "-1"
"1365" 20 "e1" 6 "a" "8" "多" "-" 662 475 -1 "-1"
"1366" 20 "e1" 6 "a" "?" "N" "1" 3043 662 -1 "-1"
"1367" 20 "e1" 16 "c" "0" "寡婦" "-" 365 3043 1 "1"
"1368" 20 "e1" 16 "c" "1" "嘲笑" "-" 450 365 1 "2"
"1369" 20 "e1" 16 "c" "2" "的" "-" 379 450 1 "3"
"1370" 20 "e1" 16 "c" "3" "老處女" "-" 353 379 1 "4"
"1371" 20 "e1" 16 "c" "4" "很想交" "-" 1205 353 1 "5"
"1372" 20 "e1" 16 "c" "5" "男朋友" "-" 313 1205 1 "-1"
"1373" 20 "e1" 16 "c" "6" "整天" "-" 882 313 1 "-1"
"1374" 20 "e1" 16 "c" "7" "要人" "-" 626 882 1 "-1"
"1375" 20 "e1" 16 "c" "8" "幫" "-" 434 626 1 "-1"
"1376" 20 "e1" 16 "c" "9" "她" "-" 323 434 1 "-1"
"1377" 20 "e1" 16 "c" "10" "做媒" "-" 601 323 1 "-1"
"1378" 20 "e1" 16 "c" "?" "N" "1" 2086 601 1 "-1"
"1393" 20 "e1" 14 "a" "0" "瞧不起" "-" 299 2086 -1 "1"
"1394" 20 "e1" 14 "a" "1" "屠夫" "-" 273 299 -1 "2"
"1395" 20 "e1" 14 "a" "2" "的" "-" 278 273 -1 "3"
"1396" 20 "e1" 14 "a" "3" "清潔工" "-" 258 278 -1 "4"
"1397" 20 "e1" 14 "a" "4" "衣服" "-" 242 258 -1 "5"
"1398" 20 "e1" 14 "a" "5" "總是" "-" 248 242 -1 "-1"
"1399" 20 "e1" 14 "a" "6" "很" "-" 278 248 -1 "-1"
"1400" 20 "e1" 14 "a" "7" "髒" "-" 248 278 -1 "-1"
"1401" 20 "e1" 14 "a" "8" "身上" "-" 232 248 -1 "-1"
"1402" 20 "e1" 14 "a" "9" "也" "-" 283 232 -1 "-1"
"1403" 20 "e1" 14 "a" "10" "有股" "-" 278 283 -1 "-1"
"1404" 20 "e1" 14 "a" "11" "怪" "-" 232 278 -1 "-1"
"1405" 20 "e1" 14 "a" "12" "味道" "-" 323 232 -1 "-1"
"1406" 20 "e1" 14 "a" "?" "Y" "1" 1082 323 -1 "-1"
"1407" 20 "e1" 8 "c" "0" "歌手" "-" 360 1082 1 "1"
"1408" 20 "e1" 8 "c" "1" "羨慕" "-" 293 360 1 "2"
"1409" 20 "e1" 8 "c" "2" "的" "-" 308 293 1 "3"
"1410" 20 "e1" 8 "c" "3" "演員" "-" 232 308 1 "4"
"1411" 20 "e1" 8 "c" "4" "想" "-" 379 232 1 "5"
"1412" 20 "e1" 8 "c" "5" "往" "-" 288 379 1 "-1"
"1413" 20 "e1" 8 "c" "6" "其他" "-" 492 288 1 "-1"
"1414" 20 "e1" 8 "c" "7" "方面" "-" 252 492 1 "-1"
"1415" 20 "e1" 8 "c" "8" "發展" "-" 252 252 1 "-1"
"1416" 20 "e1" 8 "c" "9" "可是" "-" 384 252 1 "-1"
"1417" 20 "e1" 8 "c" "10" "沒有" "-" 298 384 1 "-1"
"1418" 20 "e1" 8 "c" "11" "機會" "-" 384 298 1 "-1"
"1419" 20 "e1" 8 "c" "?" "Y" "0" 2574 384 1 "-1"
"1420" 20 "e1" 20 "c" "0" "司機" "-" 391 2574 1 "1"
"1421" 20 "e1" 20 "c" "1" "抱怨" "-" 389 391 1 "2"
"1422" 20 "e1" 20 "c" "2" "的" "-" 439 389 1 "3"
"1423" 20 "e1" 20 "c" "3" "乘客" "-" 389 439 1 "4"
"1424" 20 "e1" 20 "c" "4" "總是" "-" 389 389 1 "5"
"1425" 20 "e1" 20 "c" "5" "大聲" "-" 328 389 1 "-1"
"1426" 20 "e1" 20 "c" "6" "喧嘩" "-" 328 328 1 "-1"
"1427" 20 "e1" 20 "c" "7" "很" "-" 424 328 1 "-1"
"1428" 20 "e1" 20 "c" "8" "令人" "-" 267 424 1 "-1"
"1429" 20 "e1" 20 "c" "9" "受不了" "-" 228 267 1 "-1"
"1430" 20 "e1" 20 "c" "?" "N" "1" 1587 228 1 "-1"
"1431" 20 "e1" 10 "a" "0" "撞到" "-" 365 1587 -1 "1"
"1432" 20 "e1" 10 "a" "1" "郵差" "-" 535 365 -1 "2"
"1433" 20 "e1" 10 "a" "2" "的" "-" 328 535 -1 "3"
"1434" 20 "e1" 10 "a" "3" "送花童" "-" 273 328 -1 "4"
"1435" 20 "e1" 10 "a" "4" "背著" "-" 303 273 -1 "5"
"1436" 20 "e1" 10 "a" "5" "很多" "-" 288 303 -1 "-1"
"1437" 20 "e1" 10 "a" "6" "東西" "-" 232 288 -1 "-1"
"1438" 20 "e1" 10 "a" "7" "走路" "-" 243 232 -1 "-1"
"1439" 20 "e1" 10 "a" "8" "東倒西歪" "-" 514 243 -1 "-1"
"1440" 20 "e1" 10 "a" "?" "N" "1" 1480 514 -1 "-1"
"1441" 20 "e1" 18 "a" "0" "邀請" "-" 294 1480 -1 "1"
"1442" 20 "e1" 18 "a" "1" "富豪" "-" 238 294 -1 "2"
"1443" 20 "e1" 18 "a" "2" "的" "-" 273 238 -1 "3"
"1444" 20 "e1" 18 "a" "3" "官員" "-" 222 273 -1 "4"
"1445" 20 "e1" 18 "a" "4" "心懷" "-" 222 222 -1 "5"
"1446" 20 "e1" 18 "a" "5" "不軌" "-" 197 222 -1 "-1"
"1447" 20 "e1" 18 "a" "6" "但是" "-" 202 197 -1 "-1"
"1448" 20 "e1" 18 "a" "7" "善於" "-" 232 202 -1 "-1"
"1449" 20 "e1" 18 "a" "8" "隱藏" "-" 742 232 -1 "-1"
"1450" 20 "e1" 18 "a" "?" "Y" "0" 1556 742 -1 "-1"
"1451" 20 "e1" 2 "a" "0" "信任" "-" 344 1556 -1 "1"
"1452" 20 "e1" 2 "a" "1" "老闆" "-" 238 344 -1 "2"
"1453" 20 "e1" 2 "a" "2" "的" "-" 223 238 -1 "3"
"1454" 20 "e1" 2 "a" "3" "工程師" "-" 232 223 -1 "4"
"1455" 20 "e1" 2 "a" "4" "工作" "-" 237 232 -1 "5"
"1456" 20 "e1" 2 "a" "5" "很" "-" 223 237 -1 "-1"
"1457" 20 "e1" 2 "a" "6" "認真" "-" 187 223 -1 "-1"
"1458" 20 "e1" 2 "a" "7" "效率" "-" 228 187 -1 "-1"
"1459" 20 "e1" 2 "a" "8" "又高" "-" 374 228 -1 "-1"
"1460" 20 "e1" 2 "a" "?" "Y" "1" 2251 374 -1 "-1"
"1461" 20 "e1" 4 "c" "0" "聲樂家" "-" 344 2251 1 "1"
"1462" 20 "e1" 4 "c" "1" "讚美" "-" 394 344 1 "2"
"1463" 20 "e1" 4 "c" "2" "的" "-" 202 394 1 "3"
"1464" 20 "e1" 4 "c" "3" "指揮家" "-" 233 202 1 "4"
"1465" 20 "e1" 4 "c" "4" "很" "-" 222 233 1 "5"
"1466" 20 "e1" 4 "c" "5" "有" "-" 177 222 1 "-1"
"1467" 20 "e1" 4 "c" "6" "天份" "-" 172 177 1 "-1"
"1468" 20 "e1" 4 "c" "7" "但是" "-" 187 172 1 "-1"
"1469" 20 "e1" 4 "c" "8" "也" "-" 238 187 1 "-1"
"1470" 20 "e1" 4 "c" "9" "很" "-" 233 238 1 "-1"
"1471" 20 "e1" 4 "c" "10" "驕傲" "-" 198 233 1 "-1"
"1472" 20 "e1" 4 "c" "?" "Y" "1" 1475 198 1 "-1"
"1473" 21 "e1" 17 "a" "0" "威脅" "-" 345 1475 -1 "1"
"1474" 21 "e1" 17 "a" "1" "流氓" "-" 333 345 -1 "2"
"1475" 21 "e1" 17 "a" "2" "的" "-" 399 333 -1 "3"
"1476" 21 "e1" 17 "a" "3" "逃犯" "-" 308 399 -1 "4"
"1477" 21 "e1" 17 "a" "4" "害怕" "-" 308 308 -1 "5"
"1478" 21 "e1" 17 "a" "5" "被" "-" 319 308 -1 "-1"
"1479" 21 "e1" 17 "a" "6" "警察" "-" 349 319 -1 "-1"
"1480" 21 "e1" 17 "a" "7" "抓" "-" 328 349 -1 "-1"
"1481" 21 "e1" 17 "a" "8" "整天" "-" 268 328 -1 "-1"
"1482" 21 "e1" 17 "a" "9" "提心" "-" 298 268 -1 "-1"
"1483" 21 "e1" 17 "a" "10" "吊膽" "-" 318 298 -1 "-1"
"1484" 21 "e1" 17 "a" "?" "N" "1" 1638 318 -1 "-1"
"1497" 21 "e1" 9 "a" "0" "拜訪" "-" 344 1638 -1 "1"
"1498" 21 "e1" 9 "a" "1" "大伯" "-" 339 344 -1 "2"
"1499" 21 "e1" 9 "a" "2" "的" "-" 339 339 -1 "3"
"1500" 21 "e1" 9 "a" "3" "鄰居" "-" 303 339 -1 "4"
"1501" 21 "e1" 9 "a" "4" "家境" "-" 288 303 -1 "5"
"1502" 21 "e1" 9 "a" "5" "不好" "-" 298 288 -1 "-1"
"1503" 21 "e1" 9 "a" "6" "常" "-" 313 298 -1 "-1"
"1504" 21 "e1" 9 "a" "7" "需要" "-" 344 313 -1 "-1"
"1505" 21 "e1" 9 "a" "8" "朋友" "-" 293 344 -1 "-1"
"1506" 21 "e1" 9 "a" "9" "幫忙" "-" 374 293 -1 "-1"
"1507" 21 "e1" 9 "a" "?" "Y" "0" 992 374 -1 "-1"
"1508" 21 "e1" 15 "c" "0" "明星" "-" 360 992 1 "1"
"1509" 21 "e1" 15 "c" "1" "愛上" "-" 359 360 1 "2"
"1510" 21 "e1" 15 "c" "2" "的" "-" 329 359 1 "3"
"1511" 21 "e1" 15 "c" "3" "詩人" "-" 349 329 1 "4"
"1512" 21 "e1" 15 "c" "4" "充滿" "-" 364 349 1 "5"
"1513" 21 "e1" 15 "c" "5" "不切實際" "-" 323 364 1 "-1"
"1514" 21 "e1" 15 "c" "6" "的" "-" 429 323 1 "-1"
"1515" 21 "e1" 15 "c" "7" "幻想" "-" 394 429 1 "-1"
"1516" 21 "e1" 15 "c" "8" "整天" "-" 374 394 1 "-1"
"1517" 21 "e1" 15 "c" "9" "作" "-" 334 374 1 "-1"
"1518" 21 "e1" 15 "c" "10" "白日夢" "-" 384 334 1 "-1"
"1519" 21 "e1" 15 "c" "?" "Y" "1" 830 384 1 "-1"
"1520" 21 "e1" 5 "a" "0" "不喜歡" "-" 334 830 -1 "1"
"1521" 21 "e1" 5 "a" "1" "店員" "-" 339 334 -1 "2"
"1522" 21 "e1" 5 "a" "2" "的" "-" 273 339 -1 "3"
"1523" 21 "e1" 5 "a" "3" "經理" "-" 369 273 -1 "4"
"1524" 21 "e1" 5 "a" "4" "站在" "-" 349 369 -1 "5"
"1525" 21 "e1" 5 "a" "5" "門口" "-" 374 349 -1 "-1"
"1526" 21 "e1" 5 "a" "6" "招攬" "-" 353 374 -1 "-1"
"1527" 21 "e1" 5 "a" "7" "生意" "-" 354 353 -1 "-1"
"1528" 21 "e1" 5 "a" "?" "Y" "1" 846 354 -1 "-1"
"1529" 21 "e1" 1 "a" "0" "質疑" "-" 471 846 -1 "1"
"1530" 21 "e1" 1 "a" "1" "助教" "-" 459 471 -1 "2"
"1531" 21 "e1" 1 "a" "2" "的" "-" 384 459 -1 "3"
"1532" 21 "e1" 1 "a" "3" "學生" "-" 338 384 -1 "4"
"1533" 21 "e1" 1 "a" "4" "很" "-" 379 338 -1 "5"
"1534" 21 "e1" 1 "a" "5" "不" "-" 354 379 -1 "-1"
"1535" 21 "e1" 1 "a" "6" "高興" "-" 344 354 -1 "-1"
"1536" 21 "e1" 1 "a" "7" "所以" "-" 378 344 -1 "-1"
"1537" 21 "e1" 1 "a" "8" "四處" "-" 368 378 -1 "-1"
"1538" 21 "e1" 1 "a" "9" "投訴" "-" 394 368 -1 "-1"
"1539" 21 "e1" 1 "a" "?" "Y" "1" 1355 394 -1 "-1"
"1540" 21 "e1" 3 "c" "0" "教授" "-" 430 1355 1 "1"
"1541" 21 "e1" 3 "c" "1" "認識" "-" 364 430 1 "2"
"1542" 21 "e1" 3 "c" "2" "的" "-" 429 364 1 "3"
"1543" 21 "e1" 3 "c" "3" "作家" "-" 348 429 1 "4"
"1544" 21 "e1" 3 "c" "4" "很" "-" 374 348 1 "5"
"1545" 21 "e1" 3 "c" "5" "有名" "-" 389 374 1 "-1"
"1546" 21 "e1" 3 "c" "6" "著作" "-" 434 389 1 "-1"
"1547" 21 "e1" 3 "c" "7" "也" "-" 409 434 1 "-1"
"1548" 21 "e1" 3 "c" "8" "很多" "-" 414 409 1 "-1"
"1549" 21 "e1" 3 "c" "?" "N" "0" 1577 414 1 "-1"
"1550" 21 "e1" 13 "a" "0" "很" "-" 380 1577 -1 "-1"
"1551" 21 "e1" 13 "a" "1" "受不了" "-" 333 380 -1 "1"
"1552" 21 "e1" 13 "a" "2" "鋼琴師" "-" 394 333 -1 "2"
"1553" 21 "e1" 13 "a" "3" "的" "-" 389 394 -1 "3"
"1554" 21 "e1" 13 "a" "4" "小提琴家" "-" 429 389 -1 "4"
"1555" 21 "e1" 13 "a" "5" "脾氣" "-" 428 429 -1 "5"
"1556" 21 "e1" 13 "a" "6" "不好" "-" 349 428 -1 "-1"
"1557" 21 "e1" 13 "a" "7" "對人" "-" 409 349 -1 "-1"
"1558" 21 "e1" 13 "a" "8" "大吼" "-" 379 409 -1 "-1"
"1559" 21 "e1" 13 "a" "9" "大叫" "-" 414 379 -1 "-1"
